Project ID,Project Name,Project Start Date,Project Completion Date,Building ID,Number,Street,Borough,Postcode,BBL,BIN,community_district,council_district,census_tract,NTA - Neighborhood Tabulation Area,Latitude,Longitude,Latitude (Internal),Longitude (Internal),Building Completion Date,Reporting Construction Type,Extended Affordability Only,Prevailing Wage Status,Extremely Low Income Units,Very Low Income Units,Low Income Units,Moderate Income Units,Middle Income Units,Other Income Units,Studio Units,1-BR Units,2-BR Units,3-BR Units,4-BR Units,5-BR Units,6-BR+ Units,Unknown-BR Units,Counted Rental Units,Counted Homeownership Units,All Counted Units,Total Units
68631,378 HARMAN STREET,06/13/2019,07/17/2019,978753.0,378,HARMAN STREET,Brooklyn,11237.0,3032900015.0,3075152.0,304,37,000443,BK0401,40.701603,-73.91719,40.701446,-73.917003,07/17/2019,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,8
68632,GLORIA WILLOUGHBY APARTMENTS,06/13/2019,04/09/2021,396140.0,1129,WILLOUGHBY AVENUE,Brooklyn,11237.0,,,304,34,000429,BK0401,40.701735,-73.92529,,,04/09/2021,New Construction,No,Non Prevailing Wage,0,0,0,0,10,0,1,4,5,0,0,0,0,0,10,0,10,32
68633,1207 BROADWAY,06/14/2019,07/08/2019,975936.0,1207,BROADWAY,Brooklyn,11221.0,3032730005.0,3414095.0,304,34,000395,BK0402,40.692151,-73.9267,40.692307,-73.926484,07/08/2019,New Construction,No,Non Prevailing Wage,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,2,7
68634,2325 BEAUMONT AVENUE APARTMENTS,06/14/2019,01/09/2020,979514.0,2325,BEAUMONT AVENUE,Bronx,10458.0,2030890051.0,2129373.0,206,15,000391,BX0603,40.852997,-73.885051,40.85311,-73.885268,01/09/2020,New Construction,No,Non Prevailing Wage,0,0,0,0,6,0,1,2,3,0,0,0,0,0,6,0,6,17
68635,2823 SNYDER AVENUE,06/17/2019,10/07/2019,980689.0,2823,SNYDER AVENUE,Brooklyn,11226.0,3051080057.0,3117344.0,317,40,000824,BK1701,40.648859,-73.951004,40.649123,-73.950482,10/07/2019,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,10
68637,76 PALMETTO STREET APARTMENTS,06/17/2019,07/26/2019,982074.0,76,PALMETTO STREET,Brooklyn,11221.0,3033490020.0,3076559.0,304,37,000399,BK0402,40.69133,-73.919078,40.691193,-73.918873,07/26/2019,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,0,2,1,0,0,0,0,3,0,3,8
68638,14-45 31ST AVENUE,06/18/2019,08/05/2019,990456.0,14-45,31 AVENUE,Queens,11106.0,4005340106.0,4618780.0,401,22,000079,QN0102,40.767664,-73.930621,40.767823,-73.930205,08/05/2019,New Construction,No,Non Prevailing Wage,0,0,0,0,6,0,0,6,0,0,0,0,0,0,6,0,6,18
68639,2825 SNYDER AVENUE,06/18/2019,10/07/2019,980688.0,2825,SNYDER AVENUE,Brooklyn,11226.0,3051080056.0,3117343.0,317,40,000824,BK1701,40.648859,-73.95099,40.649128,-73.950395,10/07/2019,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,1,0,2,0,0,0,0,0,3,0,3,10
68640,15 CEDAR STREET APARTMENTS,06/19/2019,06/17/2021,971685.0,15,CEDAR STREET,Brooklyn,11221.0,3032260037.0,3426252.0,304,34,000393,BK0401,40.696225,-73.928975,40.696398,-73.929105,06/17/2021,New Construction,No,Non Prevailing Wage,0,0,0,0,8,0,0,0,8,0,0,0,0,0,8,0,8,25
68641,1857 BARNES AVENUE APARTMENTS,06/21/2019,09/09/2019,47435.0,1857,BARNES AVENUE,Bronx,10462.0,2040530047.0,2129489.0,211,13,000232,BX1101,40.847643,-73.863196,40.84747,-73.863414,09/09/2019,New Construction,No,Non Prevailing Wage,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2,0,2,6
68649,1176 NELSON AVENUE,06/25/2019,10/01/2019,979390.0,1176,NELSON AVENUE,Bronx,10452.0,2025150003.0,2003281.0,204,16,000199,BX0402,40.837103,-73.925767,40.836771,-73.925656,10/01/2019,New Construction,No,Non Prevailing Wage,0,0,0,0,10,0,2,5,3,0,0,0,0,0,10,0,10,31
68650,669 MACDONOUGH STREET,06/25/2019,06/25/2019,990642.0,669,MAC DONOUGH STREET,Brooklyn,11233.0,3014970064.0,3414250.0,303,41,000377,BK0302,40.683824,-73.919314,40.684035,-73.919372,06/25/2019,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,7
68651,CONFIDENTIAL,06/20/2019,06/20/2019,,----,----,Brooklyn,,,,315,48,,,,,,,06/20/2019,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
68652,CONFIDENTIAL,06/12/2019,06/12/2019,,----,----,Bronx,,,,212,12,,,,,,,06/12/2019,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
68653,CONFIDENTIAL,06/17/2019,06/17/2019,,----,----,Bronx,,,,209,18,,,,,,,06/17/2019,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
68654,CONFIDENTIAL,06/19/2019,06/19/2019,,----,----,Staten Island,,,,501,49,,,,,,,06/19/2019,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
68657,128 HURON STREET,06/27/2019,06/27/2019,315298.0,128,HURON STREET,Brooklyn,11222.0,3025320024.0,3064269.0,301,33,056301,BK0101,40.732865,-73.95642,40.732665,-73.956315,06/27/2019,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,7
68658,BOERUM RESIDENCE LLC,06/27/2019,,936381.0,123,BOERUM STREET,Brooklyn,11206.0,3030700033.0,3423972.0,301,34,000505,BK0104,40.705813,-73.943933,40.706011,-73.94399,,New Construction,No,Non Prevailing Wage,0,0,0,0,2,0,0,0,1,1,0,0,0,0,2,0,2,8
68658,BOERUM RESIDENCE LLC,06/27/2019,,976602.0,125,BOERUM STREET,Brooklyn,11206.0,3030700032.0,3423973.0,301,34,000505,BK0104,40.705818,-73.943864,40.706019,-73.943904,,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,7
68658,BOERUM RESIDENCE LLC,06/27/2019,,976603.0,127,BOERUM STREET,Brooklyn,11206.0,3030700031.0,3423974.0,301,34,000505,BK0104,40.705827,-73.943792,40.706024,-73.943821,,New Construction,No,Non Prevailing Wage,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,2,8
68660,RIVER CROSSING OWNER HDFC.HPO.FY20,10/23/2019,10/23/2019,382.0,1952,1 AVENUE,Manhattan,10029.0,1016940007.0,1083932.0,111,8,000162,MN1101,40.786192,-73.942543,40.785876,-73.941933,10/23/2019,Preservation,Yes,Non Prevailing Wage,0,0,3,177,22,0,8,61,86,38,9,0,0,0,202,0,202,306
68660,RIVER CROSSING OWNER HDFC.HPO.FY20,10/23/2019,10/23/2019,804622.0,420,EAST 102 STREET,Manhattan,10029.0,1016940005.0,1083931.0,111,8,000162,MN1101,40.786718,-73.941138,40.78643,-73.941507,10/23/2019,Preservation,Yes,Non Prevailing Wage,0,0,1,104,5,1,52,18,24,12,5,0,0,0,111,0,111,147
68660,RIVER CROSSING OWNER HDFC.HPO.FY20,10/23/2019,10/23/2019,804820.0,1962,1 AVENUE,Manhattan,10029.0,1016940005.0,1083931.0,111,8,000162,MN1101,40.786305,-73.94246,40.78643,-73.941507,10/23/2019,Preservation,Yes,Non Prevailing Wage,0,0,1,177,20,1,8,56,93,34,8,0,0,0,199,0,199,308
68661,HERITAGE HOLDINGS HDFC.HPO.FY20,10/23/2019,10/23/2019,2520.0,1307,5 AVENUE,Manhattan,10029.0,1016160001.0,1078884.0,111,9,017402,MN1101,40.797287,-73.948916,40.796806,-73.94814,10/23/2019,Preservation,Yes,Non Prevailing Wage,0,0,0,36,147,1,31,47,45,61,0,0,0,0,184,0,184,272
68661,HERITAGE HOLDINGS HDFC.HPO.FY20,10/23/2019,10/23/2019,804791.0,1295,FIFTH AVENUE,Manhattan,10029.0,1016160001.0,1085255.0,111,9,017402,MN1101,40.797152,-73.949013,40.796806,-73.94814,10/23/2019,Preservation,Yes,Non Prevailing Wage,0,0,0,27,176,1,0,52,109,43,0,0,0,0,204,0,204,272
68661,HERITAGE HOLDINGS HDFC.HPO.FY20,10/23/2019,10/23/2019,805033.0,1660,MADISON AVENUE,Manhattan,10029.0,1016160001.0,1085254.0,111,9,017402,MN1101,40.796457,-73.947439,40.796806,-73.94814,10/23/2019,Preservation,Yes,Non Prevailing Wage,0,0,1,2,13,0,0,0,0,0,9,7,0,0,16,0,16,56
68662,MILES & PARKER OWNER HDFC.HPO.FY20,10/23/2019,10/23/2019,19797.0,1890,LEXINGTON AVENUE,Manhattan,10035.0,1016450015.0,1052337.0,111,8,000182,MN1102,40.799673,-73.940863,40.79972,-73.941112,10/23/2019,Preservation,Yes,Non Prevailing Wage,0,0,0,43,0,1,0,44,0,0,0,0,0,0,44,0,44,64
68662,MILES & PARKER OWNER HDFC.HPO.FY20,10/23/2019,10/23/2019,24083.0,1982,LEXINGTON AVENUE,Manhattan,10035.0,1017700158.0,1054407.0,111,9,000196,MN1102,40.801915,-73.939229,40.802297,-73.939676,10/23/2019,Preservation,Yes,Non Prevailing Wage,0,0,0,228,1,1,0,2,149,73,6,0,0,0,230,0,230,341
68663,410 TOMPKINS AVENUE,06/28/2019,04/01/2022,990823.0,410,TOMPKINS AVENUE,Brooklyn,11216.0,3018397502.0,3425716.0,303,36,000267,BK0301,40.68313,-73.94388,40.683001,-73.944154,04/01/2022,New Construction,No,Non Prevailing Wage,0,0,0,0,11,0,4,7,0,0,0,0,0,0,11,0,11,35
68664,412 EVERGREEN AVENUE,06/28/2019,09/19/2019,972949.0,412,EVERGREEN AVENUE,Brooklyn,11221.0,3033040014.0,3421370.0,304,37,000395,BK0402,40.693268,-73.922231,40.693133,-73.922365,09/19/2019,New Construction,No,Non Prevailing Wage,0,0,0,0,7,0,0,4,3,0,0,0,0,0,7,0,7,21
68666,CONFIDENTIAL,05/28/2019,12/09/2019,,----,----,Brooklyn,,,,318,46,,,,,,,12/09/2019,Preservation,No,Non Prevailing Wage,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,2,2
68667,CONFIDENTIAL,06/11/2019,08/16/2019,,----,----,Brooklyn,,,,316,41,,,,,,,08/16/2019,Preservation,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
68669,CONFIDENTIAL,06/10/2019,12/02/2019,,----,----,Bronx,,,,211,13,,,,,,,12/02/2019,Preservation,No,Non Prevailing Wage,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,3
68672,CONFIDENTIAL,05/31/2019,01/29/2020,,----,----,Bronx,,,,212,12,,,,,,,01/29/2020,Preservation,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
68674,CONFIDENTIAL,06/12/2019,01/07/2020,,----,----,Queens,,,,414,31,,,,,,,01/07/2020,Preservation,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
68675,CONFIDENTIAL,05/31/2019,01/13/2020,,----,----,Brooklyn,,,,317,45,,,,,,,01/13/2020,Preservation,No,Non Prevailing Wage,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
68677,CONFIDENTIAL,05/29/2019,02/28/2020,,----,----,Brooklyn,,,,317,45,,,,,,,02/28/2020,Preservation,No,Non Prevailing Wage,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,2,2
68679,CONFIDENTIAL,06/19/2019,01/13/2020,,----,----,Staten Island,,,,501,49,,,,,,,01/13/2020,Preservation,No,Non Prevailing Wage,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1
68681,CONFIDENTIAL,06/07/2019,01/03/2020,,----,----,Brooklyn,,,,317,45,,,,,,,01/03/2020,Preservation,No,Non Prevailing Wage,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1
68683,CONFIDENTIAL,06/05/2019,10/26/2019,,----,----,Bronx,,,,212,12,,,,,,,10/26/2019,Preservation,No,Non Prevailing Wage,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1
68685,CONFIDENTIAL,06/13/2019,11/02/2019,,----,----,Bronx,,,,211,13,,,,,,,11/02/2019,Preservation,No,Non Prevailing Wage,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,2,2
68686,CONFIDENTIAL,06/11/2019,11/16/2019,,----,----,Bronx,,,,211,13,,,,,,,11/16/2019,Preservation,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
68688,CONFIDENTIAL,06/14/2019,12/09/2019,,----,----,Queens,,,,407,19,,,,,,,12/09/2019,Preservation,No,Non Prevailing Wage,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
68692,CONFIDENTIAL,06/28/2019,07/24/2020,,----,----,Queens,,,,403,22,,,,,,,07/24/2020,Preservation,No,Non Prevailing Wage,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,3
68697,CONFIDENTIAL,06/28/2019,01/04/2020,,----,----,Brooklyn,,,,317,42,,,,,,,01/04/2020,Preservation,No,Non Prevailing Wage,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,2,2
68701,CONFIDENTIAL,06/28/2019,,,----,----,Queens,,,,405,30,,,,,,,,Preservation,No,Non Prevailing Wage,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2
68702,CONFIDENTIAL,06/28/2019,10/26/2019,,----,----,Bronx,,,,211,13,,,,,,,10/26/2019,Preservation,No,Non Prevailing Wage,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2
68703,CONFIDENTIAL,06/25/2019,11/21/2019,,----,----,Queens,,,,413,27,,,,,,,11/21/2019,Preservation,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
68705,CONFIDENTIAL,06/28/2019,06/08/2020,,----,----,Queens,,,,409,32,,,,,,,06/08/2020,Preservation,No,Non Prevailing Wage,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2
68707,CONFIDENTIAL,06/28/2019,11/30/2019,,----,----,Queens,,,,412,28,,,,,,,11/30/2019,Preservation,No,Non Prevailing Wage,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1
68708,CONFIDENTIAL,06/11/2019,11/01/2019,,----,----,Bronx,,,,205,14,,,,,,,11/01/2019,Preservation,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
68709,CONFIDENTIAL,06/26/2019,01/07/2020,,----,----,Brooklyn,,,,318,46,,,,,,,01/07/2020,Preservation,No,Non Prevailing Wage,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,2,2
68710,CONFIDENTIAL,06/05/2019,01/29/2020,,----,----,Bronx,,,,211,13,,,,,,,01/29/2020,Preservation,No,Non Prevailing Wage,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2
68711,CONFIDENTIAL,06/27/2019,11/18/2019,,----,----,Brooklyn,,,,318,46,,,,,,,11/18/2019,Preservation,No,Non Prevailing Wage,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,2,2
68712,CONFIDENTIAL,06/07/2019,11/16/2019,,----,----,Bronx,,,,211,12,,,,,,,11/16/2019,Preservation,No,Non Prevailing Wage,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2
68713,CONFIDENTIAL,06/28/2019,12/07/2019,,----,----,Brooklyn,,,,309,40,,,,,,,12/07/2019,Preservation,No,Non Prevailing Wage,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3
68715,CONFIDENTIAL,06/19/2019,01/09/2020,,----,----,Queens,,,,413,23,,,,,,,01/09/2020,Preservation,No,Non Prevailing Wage,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1
68716,CONFIDENTIAL,06/03/2019,10/26/2019,,----,----,Bronx,,,,212,12,,,,,,,10/26/2019,Preservation,No,Non Prevailing Wage,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,2,2
68717,CONFIDENTIAL,06/19/2019,09/11/2020,,----,----,Queens,,,,410,29,,,,,,,09/11/2020,Preservation,No,Non Prevailing Wage,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2
68719,CONFIDENTIAL,06/14/2019,12/07/2019,,----,----,Brooklyn,,,,305,37,,,,,,,12/07/2019,Preservation,No,Non Prevailing Wage,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2
68726,SOUTHERN & WILLIS.YR15.FY23,11/16/2022,10/04/2023,63011.0,401,EAST 140 STREET,Bronx,10454.0,2022850001.0,2000331.0,201,8,000039,BX0101,40.810191,-73.921415,40.810366,-73.92156,10/04/2023,Preservation,No,Non Prevailing Wage,0,7,0,0,0,1,0,0,3,5,0,0,0,0,8,0,8,8
68726,SOUTHERN & WILLIS.YR15.FY23,11/16/2022,10/04/2023,63260.0,520,EAST 142 STREET,Bronx,10454.0,2022680013.0,2000095.0,201,8,000041,BX0101,40.810163,-73.917055,40.80996,-73.917128,10/04/2023,Preservation,No,Non Prevailing Wage,0,9,0,0,0,0,0,8,0,1,0,0,0,0,9,0,9,9
68726,SOUTHERN & WILLIS.YR15.FY23,11/16/2022,10/04/2023,110183.0,651,SOUTHERN BOULEVARD,Bronx,10455.0,2026830090.0,2005090.0,202,17,000083,BX0202,40.813117,-73.900697,40.813438,-73.9007,10/04/2023,Preservation,No,Non Prevailing Wage,7,28,5,0,0,1,0,11,28,2,0,0,0,0,41,0,41,41
68726,SOUTHERN & WILLIS.YR15.FY23,11/16/2022,10/04/2023,125025.0,304,WILLIS AVENUE,Bronx,10454.0,2022850002.0,2000332.0,201,8,000039,BX0101,40.810559,-73.921823,40.810429,-73.921513,10/04/2023,Preservation,No,Non Prevailing Wage,0,15,3,0,0,0,0,8,10,0,0,0,0,0,18,0,18,18
68733,OAK HALL.HRP.FY21,12/14/2020,,216940.0,105,CARLTON AVENUE,Brooklyn,11205.0,3020440013.0,3257033.0,302,35,018501,BK0203,40.694581,-73.973188,40.694614,-73.972813,,Preservation,No,Non Prevailing Wage,34,31,9,0,0,0,74,0,0,0,0,0,0,0,74,0,74,74
68741,CAMBA. 261 EAST 202 ST & 270 EAST 203 ST,12/17/2020,,996280.0,270,EAST 203 STREET,Bronx,10458.0,2033080059.0,2113436.0,207,11,000413,BX0702,40.873342,-73.88405,40.873145,-73.884091,,New Construction,No,Non Prevailing Wage,113,32,14,0,0,1,38,65,41,16,0,0,0,0,160,0,160,160
68741,CAMBA. 261 EAST 202 ST & 270 EAST 203 ST,12/17/2020,,996281.0,261,EAST 202 STREET,Bronx,10458.0,2033080092.0,2017263.0,207,11,000413,BX0702,40.872791,-73.884688,40.872881,-73.88421,,New Construction,No,Non Prevailing Wage,113,32,17,0,0,1,42,64,41,16,0,0,0,0,163,0,163,163
68747,88 EAST 127TH STREET,02/03/2022,,991167.0,88,EAST 126 STREET,Manhattan,10035.0,,,111,9,000198,MN1102,40.805955,-73.939106,,,,New Construction,No,Non Prevailing Wage,0,32,0,0,8,0,15,9,16,0,0,0,0,0,40,0,40,160
68751,RYERSON TOWERS INC.HRP.FY23,06/23/2023,,322107.0,309,LAFAYETTE AVENUE,Brooklyn,11238.0,3019330060.0,3055375.0,302,35,000193,BK0204,40.688468,-73.963664,40.689245,-73.963379,,Preservation,No,Non Prevailing Wage,148,176,2,0,0,1,0,0,0,189,115,23,0,0,0,327,327,327
68766,GEEL. 3095.3101 WEBSTER AVENUE,06/17/2022,,1004347.0,3095,WEBSTER AVENUE,Bronx,10467.0,2033310053.0,2129719.0,207,11,000425,BX0703,40.870821,-73.877377,40.871088,-73.877532,,New Construction,No,Non Prevailing Wage,70,24,21,0,0,1,89,18,9,0,0,0,0,0,116,0,116,116
68772,STEVENSON COMMONS B5 AND B6,12/20/2023,,1008601.0,1843,SEWARD AVENUE,Bronx,10473.0,2036000004.0,2000000.0,209,18,000016,BX0902,40.819417,-73.861325,40.821627,-73.859792,,New Construction,No,Non Prevailing Wage,0,0,16,0,0,0,0,0,9,7,0,0,0,0,0,16,16,16
68772,STEVENSON COMMONS B5 AND B6,12/20/2023,,1008602.0,1847,SEWARD AVENUE,Bronx,10473.0,2036000004.0,2000000.0,209,18,000016,BX0902,40.819433,-73.861181,40.821627,-73.859792,,New Construction,No,Non Prevailing Wage,0,0,42,0,0,0,0,11,22,9,0,0,0,0,0,42,42,42
68774,931 CARROLL STREET,11/21/2023,,991159.0,931,CARROLL STREET,Brooklyn,11225.0,3011880058.0,3029709.0,309,35,000213,BK0901,40.668183,-73.959685,40.66843,-73.959537,,New Construction,No,Non Prevailing Wage,0,22,22,11,0,0,0,28,27,0,0,0,0,0,55,0,55,214
68779,1601 DEKALB,12/22/2023,,1008223.0,1601,DEKALB AVENUE,Brooklyn,11237.0,3032370023.0,3428633.0,304,37,000445,BK0401,40.703756,-73.919792,40.703916,-73.920163,,New Construction,No,Non Prevailing Wage,45,15,20,46,0,1,33,52,24,18,0,0,0,0,127,0,127,127
68781,WELLLIFE. 80-97 CYPRESS AVENUE,09/17/2020,,992093.0,80-97,CYPRESS AVENUE,Queens,11385.0,4037310065.0,4554538.0,405,30,000565,QN0503,40.692336,-73.893687,40.692658,-73.893978,,New Construction,No,Non Prevailing Wage,40,0,26,0,0,0,46,8,12,0,0,0,0,0,66,0,66,66
68782,PRATT TOWERS INC.PLP.FY21,12/10/2020,12/22/2023,322124.0,333,LAFAYETTE AVENUE,Brooklyn,11238.0,3019330100.0,3055377.0,302,35,000193,BK0204,40.688674,-73.961886,40.689396,-73.962041,12/22/2023,Preservation,No,Non Prevailing Wage,0,326,0,0,0,1,0,188,126,13,0,0,0,0,0,327,327,327
68783,123 WEST 183 HDFC,07/01/2021,05/31/2022,121223.0,123,WEST 183 STREET,Bronx,10453.0,2032250048.0,2094690.0,207,14,000255,BX0701,40.8601,-73.910052,40.860649,-73.910062,05/31/2022,Preservation,Yes,Non Prevailing Wage,100,4,0,0,0,1,75,30,0,0,0,0,0,0,105,0,105,105
68797,445 GERARD AVENUE,12/31/2020,02/28/2024,991233.0,445,GERARD AVENUE,Bronx,10451.0,2023510012.0,2129137.0,201,8,006301,BX0401,40.817398,-73.929872,40.817544,-73.930096,02/28/2024,New Construction,No,Non Prevailing Wage,0,0,71,0,0,0,2,49,20,0,0,0,0,0,71,0,71,338
68803,TURIN HOUSE HDFC.PLP.FY22,03/11/2022,,9798.0,609,COLUMBUS AVENUE,Manhattan,10024.0,1012030001.0,1031543.0,107,6,000173,MN0702,40.788758,-73.970503,40.788604,-73.970128,,Preservation,No,Non Prevailing Wage,0,188,0,0,0,1,9,45,90,36,9,0,0,0,0,189,189,189
68806,CADMAN PLAZA NORTH INC.PLP.FY24,06/28/2024,,297417.0,140,CADMAN PLAZA WEST,Brooklyn,11201.0,3002120001.0,3001548.0,302,33,000001,BK0201,40.699994,-73.99098,40.700353,-73.991262,,Preservation,No,Non Prevailing Wage,21,228,1,0,0,1,0,50,150,51,0,0,0,0,0,251,251,251
68808,HP 319-321 WEST 38TH STREET HDFC.HPO.FY22,03/11/2022,,32654.0,319,WEST 38 STREET,Manhattan,10018.0,1007620023.0,1083616.0,104,3,000115,MN0402,40.755051,-73.992417,40.755331,-73.992514,,New Construction,Yes,Non Prevailing Wage,0,0,0,6,5,0,8,2,1,0,0,0,0,0,11,0,11,11
68810,215 AUDUBON AVENUE HDFC.GHPP.FY20,12/02/2019,10/12/2022,6199.0,215,AUDUBON AVENUE,Manhattan,10033.0,1021320007.0,1063180.0,112,10,000261,MN1201,40.845367,-73.934787,40.845208,-73.934563,10/12/2022,Preservation,No,Non Prevailing Wage,24,19,3,0,0,1,0,12,12,23,0,0,0,0,47,0,47,47
68815,PROSPECT TRIANGLE.YR15.FY22,06/30/2022,08/07/2024,896309.0,890,PROSPECT AVENUE,Bronx,10459.0,2026907502.0,2113129.0,202,17,012901,BX0202,40.820819,-73.901137,40.820673,-73.900823,08/07/2024,Preservation,No,Non Prevailing Wage,0,46,77,1,0,0,5,40,79,0,0,0,0,0,124,0,124,124
68824,CONFIDENTIAL,07/19/2019,07/19/2019,,----,----,Staten Island,,,,503,51,,,,,,,07/19/2019,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
68831,BANANA KELLY. BK CLUSTER. JOE NYC,05/13/2021,,88276.0,941,INTERVALE AVENUE,Bronx,10459.0,2026970045.0,2005359.0,202,17,000087,BX0202,40.821167,-73.896902,40.82131,-73.897217,,Preservation,No,Non Prevailing Wage,24,0,23,0,0,1,0,21,11,15,1,0,0,0,48,0,48,48
68831,BANANA KELLY. BK CLUSTER. JOE NYC,05/13/2021,,115286.0,976,TINTON AVENUE,Bronx,10456.0,2026690009.0,2004826.0,203,17,000133,BX0301,40.823716,-73.902712,40.823477,-73.902423,,Preservation,No,Non Prevailing Wage,18,0,16,0,0,1,0,0,15,16,4,0,0,0,35,0,35,35
68832,HELP USA.HELP CLUSTER.NR REHAB,07/08/2021,,85940.0,3034,HOLLAND AVENUE,Bronx,10467.0,2045700019.0,2055609.0,212,12,033802,BX1201,40.870144,-73.86524,40.870654,-73.864946,,Preservation,No,Non Prevailing Wage,7,0,5,0,0,1,0,0,0,1,0,0,0,12,13,0,13,13
68832,HELP USA.HELP CLUSTER.NR REHAB,07/08/2021,,85943.0,3042,HOLLAND AVENUE,Bronx,10467.0,2045700022.0,2055611.0,212,12,033802,BX1201,40.870193,-73.86524,40.870846,-73.864938,,Preservation,No,Non Prevailing Wage,6,0,6,0,0,0,0,0,0,0,0,0,0,12,12,0,12,12
68832,HELP USA.HELP CLUSTER.NR REHAB,07/08/2021,,85944.0,3046,HOLLAND AVENUE,Bronx,10467.0,2045700023.0,2055612.0,212,12,033802,BX1201,40.870215,-73.865236,40.870942,-73.864938,,Preservation,No,Non Prevailing Wage,6,0,6,0,0,0,0,0,0,0,0,0,0,12,12,0,12,12
68832,HELP USA.HELP CLUSTER.NR REHAB,07/08/2021,,112736.0,1058,TELLER AVENUE,Bronx,10456.0,2024280006.0,2002119.0,204,16,000175,BX0401,40.828904,-73.913603,40.828852,-73.913296,,Preservation,No,Non Prevailing Wage,13,0,12,0,0,1,0,1,0,0,0,0,0,25,26,0,26,26
68832,HELP USA.HELP CLUSTER.NR REHAB,07/08/2021,,122960.0,1233,WHITE PLAINS ROAD,Bronx,10472.0,2037670074.0,2024876.0,209,18,000072,BX0903,40.831489,-73.862073,40.831621,-73.862608,,Preservation,No,Non Prevailing Wage,16,0,14,0,0,1,0,0,0,1,0,0,0,30,31,0,31,31
68833,SETTLEMENT. SHF CLUSTER. NR REHAB,09/22/2022,,66439.0,690,EAST 182 STREET,Bronx,10457.0,2030830034.0,2012402.0,206,15,000373,BX0602,40.850784,-73.887227,40.850545,-73.887264,,Preservation,No,Non Prevailing Wage,25,0,24,0,0,1,0,38,12,0,0,0,0,0,50,0,50,50
